kategori_box	header	summary	update_date	story_url	number_sections	story_titles	number_paragraphs	story_text
"<span class=""catalani"">Gündem </span>"	"<h2 class=""haber-baslik"">Sağlık Bakanlığı, 419 eski hükümlü ve TMY statüsünde işçi alımı yapacak</h2>"	"<div class=""haber-desc"">Resmi Gazete’de yayımlanan ilana göre, Sağlık Bakanlığı temizlik görevlisi olarak istihdam edilmek üzere 419 Eski Hükümlü ve TMY statüsünde sürekli işçi alımı gerçekleştirecek. İlanda, adayların esube.iskur.gov.tr adresi üzerinden 4-8 Aralı...</div>"	"<span class=""tarih"">Son Güncelleme:<time datetime=""2023-12-4"">4 Aralık 2023 11:00</time></span>"	https://turkishnetworktimes.com/saglik-bakanligi-419-eski-hukumlu-ve-tmy-statusunde-isci-alimi-yapacak/	0	[]	0	[]
