kategori_box	header	summary	update_date	story_url	number_sections	section_titles	number_paragraphs	section_text	stor
Dünya 	Dünya İklim Eylem Zirvesi’nden kareler	Cumhurbaşkanı Erdoğan Dubai'de Brezilya Cumhurbaşkanı Luiz Lula da Silva, İspanya Başbakanı Pedro Sanchez, Hindistan Başbakanı Narendra Modi ve Azerbaycan Cumhurbaşkanı İlham Aliyev ile ayaküstü görüşerek sohbet etti....	Son Güncelleme:4 Aralık 2023 15:00	https://turkishnetworktimes.com/dunya-iklim-eylem-zirvesinden-kareler/	0	[]	8	['Cumhurbaşkanı Erdoğan\xa0Dubai’de Brezilya Cumhurbaşkanı\xa0Luiz Lula da Silva, İspanya Başbakanı Pedro Sanchez, Hindistan Başbakanı Narendra Modi ve Azerbaycan Cumhurbaşkanı İlham Aliyev ile ayaküstü görüşerek sohbet etti.', '', 'Cumhurbaşkanı Erdoğan\xa0Dubai’de Brezilya Cumhurbaşkanı\xa0Luiz Lula da Silva, İspanya Başbakanı Pedro Sanchez, Hindistan Başbakanı Narendra Modi ve Azerbaycan Cumhurbaşkanı İlham Aliyev ile ayaküstü görüşerek sohbet etti.', '', '', '', '', '']	"<article class=""col-12""><div class=""haber-post""> <a class=""post-link"" href=""https://turkishnetworktimes.com/dunya-iklim-eylem-zirvesinden-kareler/"" rel=""bookmark""><div class=""postimg-wrap""> <i class=""""></i><img alt=""Dünya İklim Eylem Zirvesi’nden kareler"" class=""wp-post-image"" data-lazyloaded=""1"" data-src=""https://turkishnetworktimes.com/wp-content/uploads/2023/12/dunya-iklim-eylem-zirvesinden-kareler-56928.jpg"" decoding=""async"" height=""1"" itemprop=""image"" src=""data:image/svg+xml;base64,PHN2ZyB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHdpZHRoPSIxIiBoZWlnaHQ9IjEiIHZpZXdCb3g9IjAgMCAxIDEiPjxyZWN0IHdpZHRoPSIxMDAlIiBoZWlnaHQ9IjEwMCUiIHN0eWxlPSJmaWxsOiNjZmQ0ZGI7ZmlsbC1vcGFjaXR5OiAwLjE7Ii8+PC9zdmc+"" width=""1""/></div><div class=""haber-content""><h2 class=""haber-baslik"">Dünya İklim Eylem Zirvesi’nden kareler</h2><div class=""haber-desc"">Cumhurbaşkanı Erdoğan Dubai'de Brezilya Cumhurbaşkanı Luiz Lula da Silva, İspanya Başbakanı Pedro Sanchez, Hindistan Başbakanı Narendra Modi ve Azerbaycan Cumhurbaşkanı İlham Aliyev ile ayaküstü görüşerek sohbet etti....</div><div class=""yazibio""> <span class=""catalani"">Dünya </span> <span class=""tarih"">Son Güncelleme:<time datetime=""2023-12-4"">4 Aralık 2023 15:00</time></span></div></div> </a></div></article>"
